ID    Filename             Word Count   Keyword Count   Processed At            Source      
200   log_46.txt           11           0               2025-08-25 13:49:20.0   log-analysis
201   log_47.txt           11           0               2025-08-25 13:49:20.0   log-analysis
202   log_48.txt           11           0               2025-08-25 13:49:20.0   log-analysis
203   log_49.txt           11           0               2025-08-25 13:49:20.0   log-analysis
204   log_5.txt            11           0               2025-08-25 13:49:20.0   log-analysis
205   log_50.txt           11           0               2025-08-25 13:49:20.0   log-analysis
206   log_6.txt            11           0               2025-08-25 13:49:20.0   log-analysis
207   log_7.txt            11           0               2025-08-25 13:49:20.0   log-analysis
208   log_8.txt            11           0               2025-08-25 13:49:20.0   log-analysis
209   log_9.txt            11           0               2025-08-25 13:49:20.0   log-analysis
210   log1.txt             30           2               2025-08-25 14:01:58.0   log-analysis
211   log2.txt             22           2               2025-08-25 14:01:58.0   log-analysis
212   log3.txt             16           1               2025-08-25 14:01:58.0   log-analysis
213   log1.txt             30           2               2025-08-25 14:17:33.0   log-analysis
214   log2.txt             22           2               2025-08-25 14:17:33.0   log-analysis
215   log3.txt             16           1               2025-08-25 14:17:33.0   log-analysis
1     log_1.txt            854          5               2025-08-16 08:57:44.0   logs_batch  
2     log_2.txt            761          3               2025-08-16 08:57:44.0   logs_batch  
3     log_3.txt            750          5               2025-08-16 08:57:44.0   logs_batch  
4     log_4.txt            311          4               2025-08-16 08:57:44.0   logs_batch  
5     log_5.txt            376          1               2025-08-16 08:57:44.0   logs_batch  
6     log_6.txt            152          6               2025-08-16 08:57:44.0   logs_batch  
7     log_7.txt            672          6               2025-08-16 08:57:44.0   logs_batch  
8     log_8.txt            443          4               2025-08-16 08:57:44.0   logs_batch  
9     log_9.txt            327          9               2025-08-16 08:57:44.0   logs_batch  
10    log_10.txt           512          6               2025-08-16 08:57:44.0   logs_batch  
11    log_1.txt            713          6               2025-08-16 09:01:50.0   logs_batch  
12    log_2.txt            576          5               2025-08-16 09:01:50.0   logs_batch  
13    log_3.txt            225          7               2025-08-16 09:01:50.0   logs_batch  
14    log_4.txt            538          5               2025-08-16 09:01:50.0   logs_batch  
15    log_5.txt            675          6               2025-08-16 09:01:50.0   logs_batch  
16    log_6.txt            937          2               2025-08-16 09:01:50.0   logs_batch  
17    log_7.txt            603          6               2025-08-16 09:01:50.0   logs_batch  
18    log_8.txt            781          9               2025-08-16 09:01:50.0   logs_batch  
19    log_9.txt            251          7               2025-08-16 09:01:50.0   logs_batch  
20    log_10.txt           970          9               2025-08-16 09:01:50.0   logs_batch  
21    log_11.txt           200          5               2025-08-16 09:01:50.0   logs_batch  
22    log_12.txt           757          4               2025-08-16 09:01:50.0   logs_batch  
23    log_13.txt           415          2               2025-08-16 09:01:50.0   logs_batch  
24    log_14.txt           523          6               2025-08-16 09:01:50.0   logs_batch  
25    log_15.txt           177          1               2025-08-16 09:01:50.0   logs_batch  
26    log_16.txt           485          7               2025-08-16 09:01:50.0   logs_batch  
27    log_17.txt           413          8               2025-08-16 09:01:50.0   logs_batch  
28    log_18.txt           131          7               2025-08-16 09:01:50.0   logs_batch  
29    log_19.txt           844          5               2025-08-16 09:01:50.0   logs_batch  
30    log_20.txt           651          3               2025-08-16 09:01:50.0   logs_batch  
31    log_21.txt           290          2               2025-08-16 09:01:50.0   logs_batch  
32    log_22.txt           429          3               2025-08-16 09:01:50.0   logs_batch  
33    log_23.txt           789          7               2025-08-16 09:01:50.0   logs_batch  
34    log_24.txt           428          4               2025-08-16 09:01:50.0   logs_batch  
35    log_25.txt           237          5               2025-08-16 09:01:50.0   logs_batch  
36    log_26.txt           323          5               2025-08-16 09:01:50.0   logs_batch  
37    log_27.txt           542          9               2025-08-16 09:01:50.0   logs_batch  
38    log_28.txt           681          1               2025-08-16 09:01:50.0   logs_batch  
39    log_29.txt           561          7               2025-08-16 09:01:50.0   logs_batch  
40    log_30.txt           936          9               2025-08-16 09:01:50.0   logs_batch  
41    log_31.txt           299          2               2025-08-16 09:01:50.0   logs_batch  
42    log_32.txt           773          3               2025-08-16 09:01:50.0   logs_batch  
43    log_33.txt           890          8               2025-08-16 09:01:50.0   logs_batch  
44    log_34.txt           938          8               2025-08-16 09:01:50.0   logs_batch  
45    log_35.txt           330          5               2025-08-16 09:01:50.0   logs_batch  
46    log_36.txt           822          3               2025-08-16 09:01:50.0   logs_batch  
47    log_37.txt           174          7               2025-08-16 09:01:50.0   logs_batch  
48    log_38.txt           640          10              2025-08-16 09:01:50.0   logs_batch  
49    log_39.txt           344          8               2025-08-16 09:01:50.0   logs_batch  
50    log_40.txt           771          7               2025-08-16 09:01:50.0   logs_batch  
51    log_41.txt           163          5               2025-08-16 09:01:50.0   logs_batch  
52    log_42.txt           918          4               2025-08-16 09:01:50.0   logs_batch  
53    log_43.txt           590          2               2025-08-16 09:01:50.0   logs_batch  
54    log_44.txt           471          4               2025-08-16 09:01:50.0   logs_batch  
55    log_45.txt           841          1               2025-08-16 09:01:50.0   logs_batch  
56    log_46.txt           386          3               2025-08-16 09:01:50.0   logs_batch  
57    log_47.txt           521          3               2025-08-16 09:01:50.0   logs_batch  
58    log_48.txt           695          10              2025-08-16 09:01:50.0   logs_batch  
59    log_49.txt           867          8               2025-08-16 09:01:50.0   logs_batch  
60    log_50.txt           732          2               2025-08-16 09:01:50.0   logs_batch  
